@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute jaw-1 numeric
@attribute outputs-1 numeric

@data
2625,'2022/06/01 16:21:39:914',8,22.088259,0
2626,'2022/06/01 16:21:39:938',8,22.099272,0
2627,'2022/06/01 16:21:39:961',8,22.044346,0
2628,'2022/06/01 16:21:39:995',8,21.920374,0
2629,'2022/06/01 16:21:40:047',8,21.602013,0
2630,'2022/06/01 16:21:40:086',8,21.568422,0
2631,'2022/06/01 16:21:40:107',8,21.68601,0
2632,'2022/06/01 16:21:40:146',8,21.801769,0
2633,'2022/06/01 16:21:40:168',8,21.913036,0
2634,'2022/06/01 16:21:40:210',8,21.908249,0
2635,'2022/06/01 16:21:40:243',8,21.901175,0
2636,'2022/06/01 16:21:40:266',8,21.882097,0
2637,'2022/06/01 16:21:40:313',8,21.920811,0
2638,'2022/06/01 16:21:40:336',8,22.016546,0
2639,'2022/06/01 16:21:40:360',8,22.016781,0
2640,'2022/06/01 16:21:40:412',8,21.906715,0
2641,'2022/06/01 16:21:40:444',8,22.042995,0
2642,'2022/06/01 16:21:40:479',8,22.232141,0
2643,'2022/06/01 16:21:40:516',8,22.17592,0
2644,'2022/06/01 16:21:40:538',8,22.308037,0
2645,'2022/06/01 16:21:40:579',8,22.298426,0
2646,'2022/06/01 16:21:40:602',8,22.189564,0
2647,'2022/06/01 16:21:40:647',8,22.147486,0
2648,'2022/06/01 16:21:40:671',8,22.264963,0
2649,'2022/06/01 16:21:40:722',8,22.244978,0
2650,'2022/06/01 16:21:40:748',8,22.376041,0
2651,'2022/06/01 16:21:40:788',8,22.460228,0
2652,'2022/06/01 16:21:40:815',8,22.508863,0
2653,'2022/06/01 16:21:40:855',8,22.546942,0
2654,'2022/06/01 16:21:40:885',8,22.693647,0
2655,'2022/06/01 16:21:40:918',8,22.492626,0
2656,'2022/06/01 16:21:40:947',8,22.617134,0
2657,'2022/06/01 16:21:40:972',8,22.50758,0
2658,'2022/06/01 16:21:41:023',8,22.52676,0
2659,'2022/06/01 16:21:41:058',8,22.589663,0
2660,'2022/06/01 16:21:41:093',8,22.540686,0
2661,'2022/06/01 16:21:41:124',8,22.753113,0
2662,'2022/06/01 16:21:41:148',8,22.932112,0
2663,'2022/06/01 16:21:41:178',8,22.925875,0
2664,'2022/06/01 16:21:41:212',8,22.956545,0
2665,'2022/06/01 16:21:41:245',8,22.950035,0
2666,'2022/06/01 16:21:41:281',8,22.874842,0
2667,'2022/06/01 16:21:41:327',8,22.926249,0
2668,'2022/06/01 16:21:41:351',8,22.79949,0
2669,'2022/06/01 16:21:41:374',8,22.99099,0
2670,'2022/06/01 16:21:41:416',8,23.027224,0
2671,'2022/06/01 16:21:41:439',8,22.943872,0
2672,'2022/06/01 16:21:41:485',8,22.982779,0
2673,'2022/06/01 16:21:41:507',8,22.904839,0
2674,'2022/06/01 16:21:41:547',8,22.848394,0
2675,'2022/06/01 16:21:41:580',8,22.968096,0
2676,'2022/06/01 16:21:41:614',8,22.601925,0
2677,'2022/06/01 16:21:41:647',8,22.695274,0
2678,'2022/06/01 16:21:41:680',8,23.037882,0
2679,'2022/06/01 16:21:41:714',8,22.686539,0
2680,'2022/06/01 16:21:41:737',8,22.657578,0
2681,'2022/06/01 16:21:41:792',8,22.621908,0
2682,'2022/06/01 16:21:41:817',8,23.043779,0
2683,'2022/06/01 16:21:41:844',8,23.280153,0
2684,'2022/06/01 16:21:41:868',8,23.688057,0
2685,'2022/06/01 16:21:41:916',8,24.095633,0
2686,'2022/06/01 16:21:41:958',8,23.998211,0
2687,'2022/06/01 16:21:41:981',8,24.047226,0
2688,'2022/06/01 16:21:42:015',8,24.07711,0
2689,'2022/06/01 16:21:42:046',8,24.274439,0
2690,'2022/06/01 16:21:42:083',8,24.418013,0
2691,'2022/06/01 16:21:42:105',8,24.267296,0
2692,'2022/06/01 16:21:42:147',8,24.306274,0
2693,'2022/06/01 16:21:42:169',8,24.10932,0
2694,'2022/06/01 16:21:42:215',8,23.959923,0
2695,'2022/06/01 16:21:42:237',8,23.86808,0
2696,'2022/06/01 16:21:42:280',8,23.983049,0
2697,'2022/06/01 16:21:42:313',8,23.92351,0
2698,'2022/06/01 16:21:42:359',8,23.59116,0
2699,'2022/06/01 16:21:42:382',8,23.734447,0
2700,'2022/06/01 16:21:42:413',8,23.748604,0
2701,'2022/06/01 16:21:42:446',8,23.7722,0
2702,'2022/06/01 16:21:42:480',8,23.815575,0
2703,'2022/06/01 16:21:42:515',8,23.761108,0
2704,'2022/06/01 16:21:42:538',8,23.806232,0
2705,'2022/06/01 16:21:42:584',8,23.732309,0
2706,'2022/06/01 16:21:42:608',8,23.704159,0
2707,'2022/06/01 16:21:42:649',8,23.542604,0
2708,'2022/06/01 16:21:42:682',8,23.483671,0
2709,'2022/06/01 16:21:42:714',8,23.470373,0
2710,'2022/06/01 16:21:42:748',8,23.495174,0
2711,'2022/06/01 16:21:42:781',8,23.382626,0
2712,'2022/06/01 16:21:42:820',8,23.363976,0
2713,'2022/06/01 16:21:42:848',8,23.462242,0
2714,'2022/06/01 16:21:42:884',8,23.490124,0
2715,'2022/06/01 16:21:42:907',8,23.391336,0
2716,'2022/06/01 16:21:42:948',8,23.32666,0
2717,'2022/06/01 16:21:42:973',8,23.304083,0
2718,'2022/06/01 16:21:43:031',8,23.302744,0
2719,'2022/06/01 16:21:43:054',8,23.378418,0
2720,'2022/06/01 16:21:43:099',8,23.216965,0
2721,'2022/06/01 16:21:43:123',8,23.177383,0
2722,'2022/06/01 16:21:43:145',8,23.073795,0
2723,'2022/06/01 16:21:43:181',8,23.024874,0
2724,'2022/06/01 16:21:43:215',8,23.087498,0
2725,'2022/06/01 16:21:43:249',8,23.05901,0
2726,'2022/06/01 16:21:43:273',8,23.080088,0
2727,'2022/06/01 16:21:43:315',8,22.912447,0
2728,'2022/06/01 16:21:43:337',8,22.960079,0
2729,'2022/06/01 16:21:43:399',8,22.863501,0
2730,'2022/06/01 16:21:43:424',8,22.826853,0
2731,'2022/06/01 16:21:43:466',8,22.837116,0
2732,'2022/06/01 16:21:43:489',8,22.803579,0
2733,'2022/06/01 16:21:43:512',8,22.831156,0
2734,'2022/06/01 16:21:43:549',8,22.903183,0
2735,'2022/06/01 16:21:43:582',8,22.81691,0
2736,'2022/06/01 16:21:43:615',8,22.878345,0
2737,'2022/06/01 16:21:43:648',8,22.831903,0
2738,'2022/06/01 16:21:43:682',8,22.877684,0
2739,'2022/06/01 16:21:43:705',8,22.856609,0
2740,'2022/06/01 16:21:43:767',8,22.845295,0
2741,'2022/06/01 16:21:43:797',8,22.824743,0
2742,'2022/06/01 16:21:43:830',8,22.759453,0
2743,'2022/06/01 16:21:43:857',8,23.023226,0
2744,'2022/06/01 16:21:43:906',8,22.867052,0
2745,'2022/06/01 16:21:43:937',8,23.020624,0
2746,'2022/06/01 16:21:43:960',8,22.901447,0
2747,'2022/06/01 16:21:43:983',8,22.923754,0
2748,'2022/06/01 16:21:44:018',8,23.149431,0
2749,'2022/06/01 16:21:44:040',8,22.997128,0
2750,'2022/06/01 16:21:44:085',8,22.845943,0
2751,'2022/06/01 16:21:44:134',8,22.911465,0
2752,'2022/06/01 16:21:44:158',8,22.961994,0
2753,'2022/06/01 16:21:44:200',8,23.127319,0
2754,'2022/06/01 16:21:44:225',8,23.119408,0
2755,'2022/06/01 16:21:44:267',8,23.371059,0
2756,'2022/06/01 16:21:44:289',8,23.393047,0
2757,'2022/06/01 16:21:44:314',8,23.465454,0
2758,'2022/06/01 16:21:44:349',8,23.527029,0
2759,'2022/06/01 16:21:44:381',8,23.519716,0
2760,'2022/06/01 16:21:44:418',8,23.745619,0
2761,'2022/06/01 16:21:44:441',8,23.764959,0
2762,'2022/06/01 16:21:44:500',8,23.441513,0
2763,'2022/06/01 16:21:44:522',8,23.92127,0
2764,'2022/06/01 16:21:44:567',8,23.61924,0
2765,'2022/06/01 16:21:44:593',8,23.752028,0
2766,'2022/06/01 16:21:44:635',8,23.846104,0
2767,'2022/06/01 16:21:44:659',8,23.919632,0
2768,'2022/06/01 16:21:44:682',8,23.631056,0
2769,'2022/06/01 16:21:44:719',8,23.824242,0
2770,'2022/06/01 16:21:44:750',8,23.628864,0
2771,'2022/06/01 16:21:44:782',8,23.83621,0
2772,'2022/06/01 16:21:44:816',8,23.49777,0
2773,'2022/06/01 16:21:44:868',8,23.692097,0
2774,'2022/06/01 16:21:44:896',8,23.708496,0
2775,'2022/06/01 16:21:44:933',8,23.910948,0
2776,'2022/06/01 16:21:44:954',8,24.072498,0
2777,'2022/06/01 16:21:45:000',8,24.116453,0
2778,'2022/06/01 16:21:45:024',8,24.020723,0
2779,'2022/06/01 16:21:45:068',8,24.033054,0
2780,'2022/06/01 16:21:45:093',8,23.973951,0
2781,'2022/06/01 16:21:45:115',8,24.244867,0
2782,'2022/06/01 16:21:45:149',8,24.544071,0
2783,'2022/06/01 16:21:45:183',8,24.748432,0
2784,'2022/06/01 16:21:45:233',8,24.883631,0
2785,'2022/06/01 16:21:45:262',8,24.910591,0
2786,'2022/06/01 16:21:45:300',8,25.227686,0
2787,'2022/06/01 16:21:45:323',8,25.340218,0
2788,'2022/06/01 16:21:45:367',8,25.529022,0
2789,'2022/06/01 16:21:45:389',8,25.487108,0
2790,'2022/06/01 16:21:45:416',8,25.690081,0
2791,'2022/06/01 16:21:45:454',8,25.926027,0
2792,'2022/06/01 16:21:45:483',8,26.017908,0
2793,'2022/06/01 16:21:45:516',8,26.118227,0
2794,'2022/06/01 16:21:45:550',8,26.627241,0
2795,'2022/06/01 16:21:45:600',8,26.596029,0
2796,'2022/06/01 16:21:45:634',8,26.746117,0
2797,'2022/06/01 16:21:45:657',8,26.827118,0
2798,'2022/06/01 16:21:45:701',8,26.750137,0
2799,'2022/06/01 16:21:45:724',8,26.827803,0
2800,'2022/06/01 16:21:45:768',8,26.89097,0
2801,'2022/06/01 16:21:45:805',8,26.891777,0
2802,'2022/06/01 16:21:45:834',8,26.828068,0
2803,'2022/06/01 16:21:45:858',8,26.860319,0
2804,'2022/06/01 16:21:45:882',8,26.492821,0
2805,'2022/06/01 16:21:45:917',8,26.081348,0
2806,'2022/06/01 16:21:45:949',8,25.782194,0
2807,'2022/06/01 16:21:46:000',8,25.653622,0
2808,'2022/06/01 16:21:46:034',8,25.253288,0
2809,'2022/06/01 16:21:46:056',8,25.253633,0
2810,'2022/06/01 16:21:46:099',8,25.249493,0
2811,'2022/06/01 16:21:46:127',8,25.239857,0
2812,'2022/06/01 16:21:46:169',8,25.215586,0
2813,'2022/06/01 16:21:46:191',8,24.918705,0
2814,'2022/06/01 16:21:46:243',8,24.504784,0
2815,'2022/06/01 16:21:46:267',8,24.184284,0
2816,'2022/06/01 16:21:46:292',8,23.936491,0
2817,'2022/06/01 16:21:46:316',8,23.768278,0
2818,'2022/06/01 16:21:46:366',8,23.909605,0
2819,'2022/06/01 16:21:46:406',8,23.896673,0
2820,'2022/06/01 16:21:46:432',8,23.905306,0
2821,'2022/06/01 16:21:46:467',8,23.912151,0
2822,'2022/06/01 16:21:46:489',8,23.738287,0
2823,'2022/06/01 16:21:46:536',8,23.564108,0
2824,'2022/06/01 16:21:46:560',8,23.50926,0
2825,'2022/06/01 16:21:46:602',8,23.529566,0
2826,'2022/06/01 16:21:46:627',8,23.519987,0
2827,'2022/06/01 16:21:46:651',8,23.545502,0
2828,'2022/06/01 16:21:46:681',8,23.48247,0
2829,'2022/06/01 16:21:46:734',8,23.576086,0
2830,'2022/06/01 16:21:46:767',8,23.388,0
2831,'2022/06/01 16:21:46:802',8,23.454279,0
2832,'2022/06/01 16:21:46:827',8,23.394238,0
2833,'2022/06/01 16:21:46:877',8,23.358116,0
2834,'2022/06/01 16:21:46:903',8,23.219658,0
2835,'2022/06/01 16:21:46:927',8,23.261557,0
2836,'2022/06/01 16:21:46:976',8,23.216194,0
2837,'2022/06/01 16:21:47:000',8,23.126541,0
2838,'2022/06/01 16:21:47:034',8,23.142927,0
2839,'2022/06/01 16:21:47:059',8,23.120028,0
2840,'2022/06/01 16:21:47:100',8,23.191942,0
2841,'2022/06/01 16:21:47:133',8,23.241777,0
2842,'2022/06/01 16:21:47:169',8,23.393564,0
2843,'2022/06/01 16:21:47:199',8,23.272844,0
2844,'2022/06/01 16:21:47:234',8,23.191742,0
2845,'2022/06/01 16:21:47:257',8,23.183508,0
2846,'2022/06/01 16:21:47:303',8,23.194746,0
2847,'2022/06/01 16:21:47:327',8,23.160988,0
2848,'2022/06/01 16:21:47:369',8,23.050512,0
2849,'2022/06/01 16:21:47:394',8,23.142748,0
2850,'2022/06/01 16:21:47:417',8,23.188774,0
2851,'2022/06/01 16:21:47:467',8,23.319973,0
2852,'2022/06/01 16:21:47:509',8,23.072145,0
2853,'2022/06/01 16:21:47:534',8,23.047436,0
2854,'2022/06/01 16:21:47:570',8,23.084782,0
2855,'2022/06/01 16:21:47:601',8,23.142399,0
2856,'2022/06/01 16:21:47:624',8,23.076639,0
2857,'2022/06/01 16:21:47:669',8,23.038891,0
2858,'2022/06/01 16:21:47:692',8,22.980776,0
2859,'2022/06/01 16:21:47:735',8,23.047554,0
2860,'2022/06/01 16:21:47:759',8,23.093042,0
2861,'2022/06/01 16:21:47:802',8,23.093063,0
2862,'2022/06/01 16:21:47:835',8,23.05118,0
2863,'2022/06/01 16:21:47:869',8,23.05987,0
2864,'2022/06/01 16:21:47:900',8,23.022739,0
2865,'2022/06/01 16:21:52:659',9,26.698717,1
2866,'2022/06/01 16:21:52:679',9,26.688292,1
2867,'2022/06/01 16:21:52:721',9,26.681026,1
2868,'2022/06/01 16:21:52:757',9,26.612703,1
2869,'2022/06/01 16:21:52:779',9,26.656618,1
2870,'2022/06/01 16:21:52:822',9,26.662888,1
2871,'2022/06/01 16:21:52:844',9,26.632067,1
2872,'2022/06/01 16:21:52:888',9,26.665993,1
2873,'2022/06/01 16:21:52:910',9,26.68383,1
2874,'2022/06/01 16:21:52:937',9,26.687496,1
2875,'2022/06/01 16:21:52:971',9,26.650934,1
2876,'2022/06/01 16:21:53:023',9,26.678493,1
2877,'2022/06/01 16:21:53:055',9,26.699144,1
2878,'2022/06/01 16:21:53:086',9,26.660419,1
2879,'2022/06/01 16:21:53:127',9,26.716293,1
2880,'2022/06/01 16:21:53:153',9,26.745207,1
2881,'2022/06/01 16:21:53:196',9,26.719124,1
2882,'2022/06/01 16:21:53:218',9,26.673737,1
2883,'2022/06/01 16:21:53:242',9,26.660093,1
2884,'2022/06/01 16:21:53:271',9,26.662743,1
2885,'2022/06/01 16:21:53:313',9,26.77886,1
2886,'2022/06/01 16:21:53:342',9,26.723577,1
2887,'2022/06/01 16:21:53:388',9,26.822701,1
2888,'2022/06/01 16:21:53:422',9,26.671591,1
2889,'2022/06/01 16:21:53:456',9,26.643936,1
2890,'2022/06/01 16:21:53:490',9,26.674366,1
2891,'2022/06/01 16:21:53:514',9,26.712057,1
2892,'2022/06/01 16:21:53:555',9,26.801424,1
2893,'2022/06/01 16:21:53:579',9,26.763083,1
2894,'2022/06/01 16:21:53:625',9,26.845018,1
2895,'2022/06/01 16:21:53:648',9,26.858521,1
2896,'2022/06/01 16:21:53:694',9,26.797335,1
2897,'2022/06/01 16:21:53:719',9,26.677799,1
2898,'2022/06/01 16:21:53:756',9,26.878712,1
2899,'2022/06/01 16:21:53:788',9,26.944082,1
2900,'2022/06/01 16:21:53:821',9,27.000153,1
2901,'2022/06/01 16:21:53:857',9,26.92886,1
2902,'2022/06/01 16:21:53:890',9,26.896149,1
2903,'2022/06/01 16:21:53:912',9,26.7677,1
2904,'2022/06/01 16:21:53:956',9,26.917881,1
2905,'2022/06/01 16:21:53:978',9,26.718742,1
2906,'2022/06/01 16:21:54:024',9,26.836462,1
2907,'2022/06/01 16:21:54:045',9,26.853428,1
2908,'2022/06/01 16:21:54:090',9,26.879108,1
2909,'2022/06/01 16:21:54:122',9,26.860909,1
2910,'2022/06/01 16:21:54:155',9,26.912889,1
2911,'2022/06/01 16:21:54:188',9,26.840607,1
2912,'2022/06/01 16:21:54:222',9,26.87203,1
2913,'2022/06/01 16:21:54:257',9,26.829075,1
2914,'2022/06/01 16:21:54:289',9,26.762709,1
2915,'2022/06/01 16:21:54:325',9,26.899826,1
2916,'2022/06/01 16:21:54:349',9,27.082445,1
2917,'2022/06/01 16:21:54:394',9,27.035536,1
2918,'2022/06/01 16:21:54:417',9,26.971748,1
2919,'2022/06/01 16:21:54:456',9,26.972176,1
2920,'2022/06/01 16:21:54:494',9,26.897095,1
2921,'2022/06/01 16:21:54:523',9,27.038565,1
2922,'2022/06/01 16:21:54:556',9,27.037781,1
2923,'2022/06/01 16:21:54:591',9,27.062851,1
2924,'2022/06/01 16:21:54:623',9,27.092133,1
2925,'2022/06/01 16:21:54:655',9,26.861671,1
2926,'2022/06/01 16:21:54:689',9,27.018501,1
2927,'2022/06/01 16:21:54:715',9,27.151146,1
2928,'2022/06/01 16:21:54:755',9,27.218214,1
2929,'2022/06/01 16:21:54:777',9,27.266266,1
2930,'2022/06/01 16:21:54:823',9,27.205727,1
2931,'2022/06/01 16:21:54:857',9,27.077726,1
2932,'2022/06/01 16:21:54:889',9,27.029566,1
2933,'2022/06/01 16:21:54:923',9,27.064804,1
2934,'2022/06/01 16:21:54:961',9,27.167484,1
2935,'2022/06/01 16:21:54:989',9,27.189732,1
2936,'2022/06/01 16:21:55:022',9,27.210325,1
2937,'2022/06/01 16:21:55:057',9,27.200439,1
2938,'2022/06/01 16:21:55:080',9,27.373287,1
2939,'2022/06/01 16:21:55:125',9,27.530125,1
2940,'2022/06/01 16:21:55:149',9,27.371597,1
2941,'2022/06/01 16:21:55:190',9,27.351068,1
2942,'2022/06/01 16:21:55:213',9,27.505663,1
2943,'2022/06/01 16:21:55:257',9,27.393198,1
2944,'2022/06/01 16:21:55:290',9,27.351322,1
2945,'2022/06/01 16:21:55:322',9,27.392506,1
2946,'2022/06/01 16:21:55:358',9,27.372723,1
2947,'2022/06/01 16:21:55:389',9,27.212282,1
2948,'2022/06/01 16:21:55:423',9,27.169044,1
2949,'2022/06/01 16:21:55:455',9,27.21726,1
2950,'2022/06/01 16:21:55:489',9,27.33058,1
2951,'2022/06/01 16:21:55:512',9,27.287704,1
2952,'2022/06/01 16:21:55:559',9,27.304565,1
2953,'2022/06/01 16:21:55:583',9,27.273861,1
2954,'2022/06/01 16:21:55:624',9,27.301193,1
2955,'2022/06/01 16:21:55:656',9,27.244051,1
2956,'2022/06/01 16:21:55:690',9,27.145391,1
2957,'2022/06/01 16:21:55:723',9,27.232412,1
2958,'2022/06/01 16:21:55:762',9,27.109856,1
2959,'2022/06/01 16:21:55:788',9,27.3057,1
2960,'2022/06/01 16:21:55:823',9,27.219791,1
2961,'2022/06/01 16:21:55:856',9,27.22023,1
2962,'2022/06/01 16:21:55:889',9,27.319422,1
2963,'2022/06/01 16:21:55:925',9,27.129126,1
2964,'2022/06/01 16:21:55:947',9,27.096304,1
2965,'2022/06/01 16:21:56:008',9,27.155296,1
2966,'2022/06/01 16:21:56:030',9,27.014019,1
2967,'2022/06/01 16:21:56:056',9,27.217995,1
2968,'2022/06/01 16:21:56:090',9,27.428469,1
2969,'2022/06/01 16:21:56:123',9,27.550953,1
2970,'2022/06/01 16:21:56:158',9,27.895679,1
2971,'2022/06/01 16:21:56:196',9,28.008411,1
2972,'2022/06/01 16:21:56:219',9,28.035337,1
2973,'2022/06/01 16:21:56:259',9,28.404819,1
2974,'2022/06/01 16:21:56:292',9,28.381948,1
2975,'2022/06/01 16:21:56:314',9,28.658236,1
2976,'2022/06/01 16:21:56:374',9,28.790743,1
2977,'2022/06/01 16:21:56:398',9,28.90802,1
2978,'2022/06/01 16:21:56:452',9,28.733881,1
2979,'2022/06/01 16:21:56:483',9,28.883312,1
2980,'2022/06/01 16:21:56:507',9,28.680363,1
2981,'2022/06/01 16:21:56:531',9,28.889391,1
2982,'2022/06/01 16:21:56:553',9,28.825863,1
2983,'2022/06/01 16:21:56:591',9,28.966919,1
2984,'2022/06/01 16:21:56:624',9,28.807556,1
2985,'2022/06/01 16:21:56:657',9,28.912958,1
2986,'2022/06/01 16:21:56:681',9,28.679169,1
2987,'2022/06/01 16:21:56:745',9,28.711592,1
2988,'2022/06/01 16:21:56:772',9,28.870996,1
2989,'2022/06/01 16:21:56:803',9,28.741629,1
2990,'2022/06/01 16:21:56:825',9,28.914776,1
2991,'2022/06/01 16:21:56:856',9,28.960123,1
2992,'2022/06/01 16:21:56:891',9,28.805927,1
2993,'2022/06/01 16:21:56:924',9,28.731005,1
2994,'2022/06/01 16:21:56:957',9,28.631437,1
2995,'2022/06/01 16:21:56:990',9,28.616915,1
2996,'2022/06/01 16:21:57:024',9,28.49795,1
2997,'2022/06/01 16:21:57:058',9,28.42745,1
2998,'2022/06/01 16:21:57:106',9,28.482931,1
2999,'2022/06/01 16:21:57:131',9,28.553291,1
3000,'2022/06/01 16:21:57:177',9,28.500425,1
3001,'2022/06/01 16:21:57:200',9,28.329874,1
3002,'2022/06/01 16:21:57:244',9,28.324003,1
3003,'2022/06/01 16:21:57:268',9,27.993599,1
3004,'2022/06/01 16:21:57:291',9,28.307928,1
3005,'2022/06/01 16:21:57:326',9,27.913651,1
3006,'2022/06/01 16:21:57:358',9,27.911039,1
3007,'2022/06/01 16:21:57:391',9,27.648935,1
3008,'2022/06/01 16:21:57:425',9,27.59639,1
3009,'2022/06/01 16:21:57:475',9,27.499725,1
3010,'2022/06/01 16:21:57:506',9,27.471178,1
3011,'2022/06/01 16:21:57:533',9,27.300457,1
3012,'2022/06/01 16:21:57:575',9,27.031124,1
3013,'2022/06/01 16:21:57:595',9,26.974272,1
3014,'2022/06/01 16:21:57:625',9,26.921383,1
3015,'2022/06/01 16:21:57:658',9,26.862026,1
3016,'2022/06/01 16:21:57:691',9,26.783634,1
3017,'2022/06/01 16:21:57:725',9,26.782196,1
3018,'2022/06/01 16:21:57:757',9,26.70537,1
3019,'2022/06/01 16:21:57:792',9,26.767401,1
3020,'2022/06/01 16:21:57:845',9,26.534082,1
3021,'2022/06/01 16:21:57:877',9,26.549225,1
3022,'2022/06/01 16:21:57:905',9,26.522566,1
3023,'2022/06/01 16:21:57:943',9,26.53393,1
3024,'2022/06/01 16:21:57:966',9,26.541122,1
3025,'2022/06/01 16:21:58:010',9,26.596245,1
3026,'2022/06/01 16:21:58:033',9,26.714361,1
3027,'2022/06/01 16:21:58:055',9,26.702953,1
3028,'2022/06/01 16:21:58:092',9,26.628433,1
3029,'2022/06/01 16:21:58:125',9,26.532995,1
3030,'2022/06/01 16:21:58:158',9,26.424894,1
3031,'2022/06/01 16:21:58:210',9,26.379469,1
3032,'2022/06/01 16:21:58:233',9,26.330364,1
3033,'2022/06/01 16:21:58:276',9,25.631956,1
3034,'2022/06/01 16:21:58:299',9,25.390146,1
3035,'2022/06/01 16:21:58:344',9,25.086739,1
3036,'2022/06/01 16:21:58:366',9,24.994507,1
3037,'2022/06/01 16:21:58:410',9,24.751736,1
3038,'2022/06/01 16:21:58:433',9,24.484505,1
3039,'2022/06/01 16:21:58:458',9,22.7428,1
3040,'2022/06/01 16:21:58:492',9,22.313765,1
3041,'2022/06/01 16:21:58:524',9,22.330769,1
3042,'2022/06/01 16:21:58:584',9,22.247175,1
3043,'2022/06/01 16:21:58:607',9,22.194616,1
3044,'2022/06/01 16:21:58:642',9,22.252314,1
3045,'2022/06/01 16:21:58:664',9,22.131067,1
3046,'2022/06/01 16:21:58:710',9,22.132322,1
3047,'2022/06/01 16:21:58:732',9,22.019438,1
3048,'2022/06/01 16:21:58:778',9,22.017712,1
3049,'2022/06/01 16:21:58:807',9,22.011631,1
3050,'2022/06/01 16:21:58:829',9,21.966703,1
3051,'2022/06/01 16:21:58:866',9,21.951176,1
3052,'2022/06/01 16:21:58:889',9,21.981892,1
3053,'2022/06/01 16:21:58:942',9,21.946243,1
3054,'2022/06/01 16:21:58:977',9,21.956383,1
3055,'2022/06/01 16:21:58:999',9,21.905363,1
3056,'2022/06/01 16:21:59:041',9,21.870386,1
3057,'2022/06/01 16:21:59:064',9,21.745815,1
3058,'2022/06/01 16:21:59:109',9,21.641161,1
3059,'2022/06/01 16:21:59:132',9,21.529364,1
3060,'2022/06/01 16:21:59:179',9,21.473881,1
3061,'2022/06/01 16:21:59:203',9,21.306452,1
3062,'2022/06/01 16:21:59:226',9,21.181547,1
3063,'2022/06/01 16:21:59:258',9,21.231211,1
3064,'2022/06/01 16:21:59:309',9,21.21034,1
3065,'2022/06/01 16:21:59:347',9,21.213438,1
3066,'2022/06/01 16:21:59:372',9,21.255138,1
3067,'2022/06/01 16:21:59:409',9,21.700392,1
3068,'2022/06/01 16:21:59:432',9,21.92057,1
3069,'2022/06/01 16:21:59:479',9,22.363564,1
3070,'2022/06/01 16:21:59:502',9,22.332716,1
3071,'2022/06/01 16:21:59:545',9,22.561199,1
3072,'2022/06/01 16:21:59:568',9,22.687883,1
3073,'2022/06/01 16:21:59:610',9,22.708477,1
3074,'2022/06/01 16:21:59:633',9,22.703472,1
3075,'2022/06/01 16:21:59:677',9,22.809431,1
3076,'2022/06/01 16:21:59:712',9,22.891806,1
3077,'2022/06/01 16:21:59:742',9,23.210075,1
3078,'2022/06/01 16:21:59:778',9,23.324736,1
3079,'2022/06/01 16:21:59:801',9,23.430019,1
3080,'2022/06/01 16:21:59:846',9,23.307673,1
3081,'2022/06/01 16:21:59:869',9,23.348467,1
3082,'2022/06/01 16:21:59:915',9,23.507505,1
3083,'2022/06/01 16:21:59:941',9,23.313267,1
3084,'2022/06/01 16:21:59:963',9,23.358229,1
3085,'2022/06/01 16:21:59:994',9,23.097692,1
3086,'2022/06/01 16:22:00:035',9,23.283028,1
3087,'2022/06/01 16:22:00:086',9,23.028517,1
3088,'2022/06/01 16:22:00:120',9,23.047644,1
3089,'2022/06/01 16:22:00:147',9,23.249609,1
3090,'2022/06/01 16:22:00:169',9,23.379969,1
3091,'2022/06/01 16:22:00:216',9,23.245354,1
3092,'2022/06/01 16:22:00:247',9,23.089626,1
3093,'2022/06/01 16:22:00:268',9,23.114664,1
3094,'2022/06/01 16:22:00:315',9,23.119522,1
3095,'2022/06/01 16:22:00:337',9,23.163557,1
3096,'2022/06/01 16:22:00:361',9,23.758118,1
3097,'2022/06/01 16:22:00:393',9,24.954514,1
3098,'2022/06/01 16:22:00:446',9,26.821495,1
3099,'2022/06/01 16:22:00:478',9,27.132757,1
3100,'2022/06/01 16:22:00:510',9,27.13007,1
3101,'2022/06/01 16:22:00:549',9,27.139683,1
3102,'2022/06/01 16:22:00:575',9,27.211937,1
3103,'2022/06/01 16:22:00:611',9,27.166494,1
3104,'2022/06/01 16:22:00:634',9,27.089235,1
3105,'2022/06/01 16:22:00:676',9,27.083164,1
3106,'2022/06/01 16:22:00:698',9,27.214993,1
3107,'2022/06/01 16:22:00:745',9,27.332285,1
3108,'2022/06/01 16:22:00:769',9,27.357479,1
3109,'2022/06/01 16:22:00:810',9,27.355236,1
3110,'2022/06/01 16:22:00:850',9,27.25211,1
3111,'2022/06/01 16:22:00:879',9,27.192137,1
3112,'2022/06/01 16:22:00:910',9,27.184563,1
3113,'2022/06/01 16:22:00:948',9,27.112532,1
3114,'2022/06/01 16:22:00:971',9,27.123503,1
3115,'2022/06/01 16:22:01:011',9,26.942627,1
3116,'2022/06/01 16:22:01:033',9,26.954119,1
3117,'2022/06/01 16:22:01:078',9,26.945007,1
3118,'2022/06/01 16:22:01:100',9,27.068621,1
3119,'2022/06/01 16:22:01:144',9,27.161091,1
3120,'2022/06/01 16:22:01:177',9,27.204304,1
